privateID,repositoryName,usageType,exemptionText,timestamp
github_926752336,WFRS-NCCDPHP-DOH,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.521448+00:00
github_697479287,hhs_memo_stopgap,exemptByCIO,"AI Suggestion: The repository contains sensitive information related to HHS memos and COVID-19 data, potentially impacting national health policy and requiring a high level of review and approval.  The ""stopgap"" nature suggests urgency and potential for unintended consequences if not carefully managed.",2025-05-16T21:15:20.539880+00:00
github_935580790,cfa-repo-template-common,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.562173+00:00
github_528911863,mpx-combo-charts,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.583207+00:00
github_874367467,cdc-otp-event-mq-ivams,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.606033+00:00
github_951701496,niosh-ecp-linuxadmins-ansible,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:15:20.628367+00:00
github_604756480,cdc-coe-dataops-sandbox,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.651243+00:00
github_980836142,cdc-edso-powerautomate,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.670561+00:00
github_874546923,iod-ophdst-phic-odre-guidehouse,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.693184+00:00
github_874267855,cdc-vaccine-event-batch-sf-mq,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.716768+00:00
github_794058792,data-exchange-routing-devops,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:15:20.741675+00:00
github_688664779,cfa-repo-template,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.772120+00:00
github_595154492,MLOps-Framework-,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.790200+00:00
github_682804735,cfa-flu-timeseries-py,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.817492+00:00
github_807317609,edso-onboarding,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.838450+00:00
github_711998384,cfa-covid-booster-uptake-projection,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.860651+00:00
github_790211861,Respismart,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.891984+00:00
github_724318790,cdh-lava-core,exemptByMissionSystem,"AI Suggestion: The repository description indicates that it accelerates the building and deployment of data products for public health, suggesting its core function is critical to the CDC's public health mission.  The focus on standardizing public health data processes strongly implies involvement in mission-critical tasks.",2025-05-16T21:15:20.917945+00:00
github_883466848,test_zoe_rust,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.939988+00:00
github_690291663,CFA-Personas,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.957575+00:00
github_925394495,DMC-Repository,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:20.982898+00:00
github_905908482,IFSAC_Reports,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.000228+00:00
github_922994776,bbb-transmission,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.026497+00:00
github_984073996,cfa-backtest-rt,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.042728+00:00
github_876891428,DMI-Info-Hub-Power-BI,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.065044+00:00
github_467548289,cdc-coe-reengineering,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.081304+00:00
github_652758883,coe_security_automation,exemptByAgencySystem,"AI Suggestion: The repository name and description indicate an internal CDC tool for managing security controls, suggesting it's part of internal infrastructure and not publicly accessible.",2025-05-16T21:15:21.098158+00:00
github_932446846,edav-ncezid-od-ndcp-adf,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.120205+00:00
github_820048193,cfa-spatial-ww-internal,exemptByAgencySystem,"AI Suggestion: The repository name ""cfa-spatial-ww-internal"" and description explicitly state that it's for internal use and private code, suggesting it's part of an internal CDC system.",2025-05-16T21:15:21.141121+00:00
github_467532199,ocio-atlantis,exemptNonCode,"Non-code repository (languages: [Dockerfile, Shell])",2025-05-16T21:15:21.166106+00:00
github_952178381,NewsScape,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.185166+00:00
github_826391502,vapintr,exemptByAgencySystem,"AI Suggestion: The repository name ""vapintr"" and description ""internal vapintr development site"" strongly suggest an internal CDC system not intended for public access.",2025-05-16T21:15:21.210077+00:00
github_658851848,pass-pipe-contain,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.228707+00:00
github_428330767,WISQARS-Multi-select-SAS-Code-Data-and-Temp-Files,exemptByAgencySystem,"AI Suggestion: The repository description explicitly states it's ""internal only"" and contains code, data, and temporary files, suggesting it's part of an internal CDC system and not publicly accessible.",2025-05-16T21:15:21.254283+00:00
github_938825616,cfa-mech-experiment,exemptByMissionSystem,"AI Suggestion: The repository focuses on validating mechanistic epidemiological models, a task directly related to public health and outbreak analysis, thus falling under a mission-critical system exemption.",2025-05-16T21:15:21.276613+00:00
github_936722217,CFA-Common-ADF-Prd-factory,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.301271+00:00
github_951701541,niosh-ecp-odit-streamsets,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:15:21.323640+00:00
github_528910967,mpx-area-charts,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.356527+00:00
github_699959907,Digital-Gateway,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.373382+00:00
github_838231228,ext-edav-gh-runners,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.399768+00:00
github_706354050,cfa-childhood-immunization-demand-calculator,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.417023+00:00
github_962170073,epht-central,exemptNonCode,Non-code repository (languages: [Batchfile]),2025-05-16T21:15:21.443195+00:00
github_927858490,cfa-ixa-ebola-response-2025,exemptByMissionSystem,"AI Suggestion: The repository's name and description clearly indicate its purpose is to support the response to an Ebola outbreak, a core public health mission.  The development of models and source code directly relates to this critical function.",2025-05-16T21:15:21.462358+00:00
github_617530388,api-cdc-gov,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.484512+00:00
github_951701550,niosh-ecp-odit-test_runner,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.513037+00:00
github_984207408,nccdphp-dash-dining-decisions-universal-ios,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.531025+00:00
github_738183591,cfa-forecasting-eda,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.554986+00:00
github_271850732,ProxyFixChromeExtension,exemptByAgencySystem,"AI Suggestion: The repository describes a Chrome extension designed to access internal CDC network services (Jira and SharePoint) which are only accessible via smart card login, indicating an internal-only system.",2025-05-16T21:15:21.589355+00:00
github_950120632,cdc-edso-adoption-sandbox,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.609162+00:00
github_696325683,rvr_2023,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.633199+00:00
github_791492678,NHIS_MBEE_Viz,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.654092+00:00
github_705791149,ocio-wsl,exemptNonCode,"Non-code repository (languages: [Shell, Dockerfile, PowerShell])",2025-05-16T21:15:21.678286+00:00
github_873214171,oamd-qa-automation,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.720646+00:00
github_781677576,saphire-bpa,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.743957+00:00
github_782021591,data-exchange-routing-connectors,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.768268+00:00
github_905817588,cfa-SIRmodelbuilder,exemptByMissionSystem,"AI Suggestion: The repository's description indicates it builds infectious disease models, a function directly supporting public health analysis and potentially outbreak response, thus qualifying for this exemption.",2025-05-16T21:15:21.793559+00:00
github_721305145,gddoc_star,exemptByMissionSystem,"AI Suggestion: The repository name and description suggest it contributes to situation and threat awareness reports, a function directly related to public health monitoring and potentially outbreak analysis, thus falling under a critical public health mission.",2025-05-16T21:15:21.820852+00:00
github_577788335,NCHS_DRM_MBEE_PhilipShirksProject,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.840774+00:00
github_873101349,oamd-de-dcipher-sync,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.891493+00:00
github_794571140,ELIMS-TDCRS,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.911765+00:00
github_750988375,cfa-respnet-nowcasting,exemptByMissionSystem,"AI Suggestion: The repository focuses on developing nowcasting models for RESPNET signals, which strongly suggests a public health application related to respiratory disease surveillance and potentially outbreak prediction, thus qualifying for a mission-system exemption.",2025-05-16T21:15:21.930617+00:00
github_734508358,saphire-mgmt-sys,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:21.964544+00:00
github_946917859,cfa-stf-minihub,exemptByLaw,Flagged: Found keywords in README: [Internal use only],2025-05-16T21:15:21.984074+00:00
github_962306851,cfa-ixa-vaccine-trial-test,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.004733+00:00
github_971600046,nccdphp-ddt-mondac-ecpaas-mondac,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.026240+00:00
github_930577839,pwp-az-sites-config,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.060266+00:00
github_827947469,cfa-dsss-dd-client-python,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.077971+00:00
github_368659976,ncipc-wisqars-opioid-dashboard,exemptByMissionSystem,"AI Suggestion: The repository's description explicitly states it's a tool to assist public health decision-makers in addressing the opioid overdose epidemic, a core public health mission.  This makes it critical to public health efforts.",2025-05-16T21:15:22.097004+00:00
github_874280749,cdc-vaccine-event-divert-reprocess,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.117425+00:00
github_890392210,DISC-postgresMain,exemptNonCode,"Non-code repository (languages: [Shell, Dockerfile])",2025-05-16T21:15:22.142500+00:00
github_829016956,cfa-eode,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.163268+00:00
github_939616684,cdc-edso-python-scripts,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.183128+00:00
github_522604165,csels-azure-platform,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.213892+00:00
github_880960927,cdc-edso-workflow-examples,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.230691+00:00
github_757463090,nnh-training,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.262693+00:00
github_959201310,ea_vhf_2025,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.284801+00:00
github_738359604,NCEH-DEHSP-CBLS,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.304887+00:00
github_726147301,VAERS_BulkSubmissionForm,exemptByLaw,"AI Suggestion: The repository processes VAERS (Vaccine Adverse Event Reporting System) data, which likely contains Protected Health Information (PHI) subject to HIPAA regulations.  Therefore, it requires legal exemption due to the sensitive nature of the data handled.",2025-05-16T21:15:22.336537+00:00
github_826973476,cfa-hh-SAR,exemptByMissionSystem,"AI Suggestion: The repository's description and name (""cfa-hh-SAR"" suggesting ""household secondary attack rate"") indicate it's involved in epidemiological analysis, a core function of public health.  This directly supports a public health mission, likely involving outbreak investigation or disease modeling.",2025-05-16T21:15:22.362272+00:00
github_846586135,cfa-measles-inference-comparison,exemptByMissionSystem,"AI Suggestion: The repository compares inference methods for a measles outbreak, directly relating to public health outbreak analysis, a core function of public health agencies.  This makes it critical to the agency's mission.",2025-05-16T21:15:22.396760+00:00
github_928080625,cfa-ixa-networks-alpha,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.418403+00:00
github_635964103,data-exchange-edav,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.439833+00:00
github_768827624,cfa-nssp-rt,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.464505+00:00
github_602218398,Sequencing-Testing-Analysis,exemptByMissionSystem,"AI Suggestion: The repository focuses on COVID-19 sequencing and testing, directly relating to public health and potentially involving analysis crucial for disease surveillance and outbreak response.  This suggests a critical role in a public health mission.",2025-05-16T21:15:22.485935+00:00
github_940062514,measles-model-2025,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.515896+00:00
github_832241380,oamd-tb-ngs-pipeline-cdc,exemptByAgencySystem,"AI Suggestion: The repository name ""oamd-tb-ngs-pipeline-cdc"" and description explicitly state that it contains a pipeline provided to the CDC, suggesting it's an internal system.",2025-05-16T21:15:22.538591+00:00
github_741098523,testtest,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.562080+00:00
github_906330910,oamd-bio-utils,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.587916+00:00
github_971557230,nccdphp-ddt-dprpportal-proxy-dprp,exemptNonCode,"Non-code repository (languages: [HTML, Shell])",2025-05-16T21:15:22.607118+00:00
github_254717441,eDOTnonInfer,exemptByMissionSystem,"AI Suggestion: The repository evaluates tuberculosis treatment methods, a key public health concern.  This suggests the project directly supports a core public health mission.",2025-05-16T21:15:22.635585+00:00
github_951701573,niosh-ecp-tlq3_local-mapr-volume-scripts,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:15:22.656683+00:00
github_913951349,covidhub-internal-reports,exemptByMissionSystem,"AI Suggestion: The repository analyzes reports and evaluations related to COVID models submitted to the COVID Hub, directly supporting public health efforts and potentially impacting outbreak analysis.  This suggests a critical role in a public health mission.",2025-05-16T21:15:22.677738+00:00
github_861470988,cdc-edso-runner-tests,exemptNonCode,"Non-code repository (languages: [Shell, Dockerfile])",2025-05-16T21:15:22.698497+00:00
github_750091462,cdh-lava-vis,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.718373+00:00
github_753921826,cdh-cicd,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.748126+00:00
github_783860004,mpox-household-modeling,exemptByMissionSystem,"AI Suggestion: The repository's description indicates it models mpox transmission, directly supporting public health analysis and potentially informing outbreak response strategies.  This aligns with a critical public health mission.",2025-05-16T21:15:22.767196+00:00
github_755280320,EDAV-AD-Manager,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.793440+00:00
github_831146848,cfa-scenarios-initialization,exemptByMissionSystem,"AI Suggestion: The repository contains initialization code for a scenario model of airborne infectious diseases, directly supporting public health mission objectives related to disease outbreak analysis and preparedness.  This suggests a critical role in public health response planning.",2025-05-16T21:15:22.812055+00:00
github_753820810,cfa-model-comparison,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.829432+00:00
github_678501262,cfa-EpiNow2D,exemptByMissionSystem,"AI Suggestion: The repository name ""cfa-EpiNow2D"" and description mentioning an edited ""EpiNow2 R package"" suggest it's related to epidemiological modeling and analysis, a core function in public health missions.  The ""constant drift"" modification hints at improvements to outbreak forecasting capabilities.",2025-05-16T21:15:22.857885+00:00
github_971592452,nccdphp-ddt-dprpportal-misc-info-dprp,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.876942+00:00
github_558900791,Shiny_dash_two_data,exemptByMissionSystem,"AI Suggestion: The repository visualizes NNDSS and NSSP data, which are likely related to public health surveillance and disease reporting, making it critical to a public health mission.  The use of a Shiny dashboard suggests data visualization for analysis and decision-making.",2025-05-16T21:15:22.901435+00:00
github_936132945,cfa-test-demo,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.922368+00:00
github_269667024,covid_data_catalog,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.945100+00:00
github_775025945,EDAV-NCCDPHP-NPCRCSS-ADF,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:22.969785+00:00
github_620010886,idkb,exemptByMissionSystem,"AI Suggestion: The repository is described as an ""Influenza Informatics Knowledge Base,"" suggesting it contains data and/or tools relevant to influenza analysis, a core public health mission.  This implies its functionality is critical to understanding and responding to influenza outbreaks.",2025-05-16T21:15:23.001534+00:00
github_736681567,EDAV-Status-App-V2,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.020044+00:00
github_572699084,cdc-coe-tus,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.048667+00:00
github_618429589,CDVP,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.069514+00:00
github_870881097,cdc-iis-vaccinationrecords-papi,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.096688+00:00
github_971594449,nccdphp-drh-nass-pubops-transform-nass-data,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.122645+00:00
github_635010138,cdh-analytics-pointclickcare,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.139070+00:00
github_626981909,cdh-mlops,exemptByMissionSystem,"AI Suggestion: The repository focuses on MLOps for the CDC Data Hub, implying machine learning applications likely related to public health analysis and potentially impacting critical public health missions.  The description mentions ""end-to-end machine learning,"" suggesting involvement in core CDC functions.",2025-05-16T21:15:23.176984+00:00
github_963064435,ehe_ts,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.192774+00:00
github_846091219,cfa-beginnersGuide_GitHub_desktop,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.222256+00:00
github_659761218,coe-dataops-security-controls-oscal,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.249552+00:00
github_971591635,nccdphp-ddt-diabetes-simulation-model-ecpaas-diabetes-simulation-model,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:15:23.275340+00:00
github_686093946,cfa-nnh-models,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.315269+00:00
github_633478284,cfa-forecast-timeseries,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.354903+00:00
github_526621828,data-exchange-infra,exemptByCIO,"AI Suggestion: The repository manages infrastructure for sensitive health data formats (HL7, FHIR, CSV) under the Enterprise Data Exchange project.  The complexity and potential sensitivity of this data warrant CIO review.",2025-05-16T21:15:23.390259+00:00
github_592374843,cov_inpat_outcomes_research,exemptByMissionSystem,"AI Suggestion: The repository's focus on COVID-19 inpatient outcomes suggests research directly related to public health, likely involving analysis of patient data to understand disease progression and treatment effectiveness.  This aligns with a critical public health mission.",2025-05-16T21:15:23.423140+00:00
github_289504300,private-travel-checker-client,exemptByMissionSystem,"AI Suggestion: The repository is a React/Redux application for health departments to use for COVID-19 travel checking, directly supporting public health functions and potentially outbreak analysis.",2025-05-16T21:15:23.457763+00:00
github_920560748,cfa-mpox-ve-ode,exemptByMissionSystem,"AI Suggestion: The repository contains differential equations models for Mpox and vaccine efficacy, directly supporting public health analysis and potentially informing outbreak response strategies.  This aligns with a critical public health mission.",2025-05-16T21:15:23.488323+00:00
github_971557426,nccdphp-ddt-dprpportal-message-processor-dprp,exemptByAgencySystem,"AI Suggestion: The repository's README mentions using `oc.exe` (OpenShift command-line tool), port forwarding, and references to ARO (presumably an internal CDC system) and  `git.cdc.gov`, strongly suggesting an internal CDC system.",2025-05-16T21:15:23.514452+00:00
github_446981222,xlr-cs-pipeline,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.538360+00:00
github_797331318,posit-examples,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.558287+00:00
github_838935569,cfa-gcm-isolation,exemptByMissionSystem,"AI Suggestion: The repository implements agent-based disease model isolation plugins, suggesting its use in simulating and analyzing disease outbreaks, a core public health mission.  This implies a critical role in informing public health strategies.",2025-05-16T21:15:23.582681+00:00
github_739416987,EDAV-DMZ-Connect-AKS-Deployment,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.607117+00:00
github_859962027,ncird_dbd,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.627482+00:00
github_803895965,cfa-sim-wrapper,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.646716+00:00
github_812027195,cfa-nursing-home-vaccination,exemptByMissionSystem,"AI Suggestion: The repository models vaccine and antiviral uptake in nursing homes, a task directly related to public health and potentially informing crucial decision-making regarding disease prevention and control.  This aligns with a critical public health mission.",2025-05-16T21:15:23.667304+00:00
github_926782321,EDAV-RBECR-NCIRD-CORVD,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.688107+00:00
github_590135319,AAR-Code,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.714821+00:00
github_804482993,cfa_wsl_windows_Git_version_update_2.45.1,exemptNonCode,Non-code repository (languages: [PowerShell]),2025-05-16T21:15:23.736534+00:00
github_516136030,edav-rconnect-test,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.758285+00:00
github_682202186,globalBA286,exemptByMissionSystem,"AI Suggestion: The repository is a Shiny app visualizing the spread of a COVID-19 variant, directly relating to public health surveillance and outbreak analysis, a core public health mission.  This makes it a candidate for exemption.",2025-05-16T21:15:23.790330+00:00
github_685674886,cfa-predict-handbook,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.807729+00:00
github_819552051,cdc-edso-falco-rules,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.830412+00:00
github_821573800,saphire-pub,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.850219+00:00
github_821574391,saphire-demos,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.869160+00:00
github_385069669,private-tb-directory-api,exemptByMissionSystem,"AI Suggestion: The repository contains a serverless API for a TB Care Finder application, suggesting it's directly involved in supporting public health efforts related to tuberculosis care and potentially outbreak management.  This aligns with a critical public health mission.",2025-05-16T21:15:23.891943+00:00
github_808613665,HaMLET_DICOM_Decryption,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.910816+00:00
github_472413459,hl7-validator-ui,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.945265+00:00
github_494114756,cdc-coe-logger,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.958611+00:00
github_623176853,EDAV-DOSE-DMI,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:23.981784+00:00
github_871263459,heat-cancer-survivors-24,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.005221+00:00
github_843559521,edav-posit-admin-sol-playbook,exemptByAgencySystem,"AI Suggestion: The repository name and description explicitly state that it contains internal documentation for EDAV, suggesting it's an internal-only system not intended for public access.",2025-05-16T21:15:24.027964+00:00
github_392440076,xlr-hl7pipline-notebook,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.049564+00:00
github_433169827,HREC,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.067555+00:00
github_796799450,oamd-bio-tb,exemptByMissionSystem,"AI Suggestion: The repository focuses on Antimicrobial Resistance Surveillance (AMR) using bioinformatics, directly supporting public health goals and potentially involving analysis critical to disease control and prevention.",2025-05-16T21:15:24.085104+00:00
github_679033792,setnet-docs,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.103438+00:00
github_561852819,SAVI-Mpox-GMRT,exemptByMissionSystem,"AI Suggestion: The repository name and description indicate analysis and visualization related to the weekly situation report for Mpox (monkeypox), a public health concern.  This suggests the repository supports a public health mission.",2025-05-16T21:15:24.130329+00:00
github_598266564,gh-workflow-demo,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.151505+00:00
github_633129219,Edav-Dex-Factory,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.170705+00:00
github_583113041,covid19Forecasts-legacy,exemptByMissionSystem,"AI Suggestion: The repository name and description suggest it contains a forecasting pipeline related to COVID-19, directly relating to public health and potentially involving outbreak analysis, thus qualifying for this exemption.",2025-05-16T21:15:24.199988+00:00
github_454562948,data_to_refresh,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.218813+00:00
github_581254949,cfa-recipes,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.238109+00:00
github_816418591,set-net_truveta,exemptByMissionSystem,"AI Suggestion: The repository description indicates work with Truveta data on the CDC Data Hub, suggesting involvement in public health data analysis and potentially contributing to disease outbreak analysis or similar mission-critical tasks.",2025-05-16T21:15:24.273036+00:00
github_680654258,data-ecosystem-poc,exemptByAgencySystem,"AI Suggestion: The repository is a proof-of-concept for internal CDC systems (""CDC Data Ecosystem Services (PADE)"") and is not intended for public use, as indicated by its description.  The mention of ""shared resources, practices and guardrails for analysts"" suggests internal use within the agency.",2025-05-16T21:15:24.285802+00:00
github_348452426,SC2CLIA,exemptByMissionSystem,"AI Suggestion: The repository processes SARS-CoV-2 data for CLIA validation, a process directly related to public health and diagnostic testing, thus falling under a critical public health mission.  The use of a pre-existing pipeline for staph infections suggests experience in infectious disease analysis.",2025-05-16T21:15:24.304865+00:00
github_476020399,davt_ezdx_abcs,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.331830+00:00
github_698344782,cfa-low-pain-tex-on-github,exemptNonCode,Non-code repository (languages: [TeX]),2025-05-16T21:15:24.359761+00:00
github_397213406,EpiInfoDataLakeAPI,exemptByMissionSystem,"AI Suggestion: The repository name and description indicate an API for integrating Epi Info tools (used in epidemiology) with EDAV (likely a data analysis platform), suggesting a function critical to public health data analysis and potentially outbreak response.",2025-05-16T21:15:24.383751+00:00
github_626984489,cdh-databricks-ml-examples,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.400176+00:00
github_529393500,search-nutch-internet,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:15:24.423532+00:00
github_760525520,cfa-msm-mpox,exemptByMissionSystem,"AI Suggestion: The repository models mpox transmission, a public health concern, directly supporting outbreak analysis and potentially informing public health interventions.  This aligns with a critical public health mission.",2025-05-16T21:15:24.446208+00:00
github_971584600,nccdphp-od-team-automation-scripts,exemptNonCode,"Non-code repository (languages: [Shell, Dockerfile])",2025-05-16T21:15:24.471100+00:00
github_931280501,action-push-dockerimage-to-imagehub,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.488026+00:00
github_947346065,cdc-fundational-data,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.513394+00:00
github_758558624,cfa-nssp-etl,exemptByAgencySystem,"AI Suggestion: The description explicitly states that the ETL process is for ""internal CFA products,"" indicating an internal-only system not intended for public access.",2025-05-16T21:15:24.556549+00:00
github_585329244,EDAV-Infrastructure,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.571148+00:00
github_953194667,cfa-growth-widget,exemptByMissionSystem,"AI Suggestion: The repository contains an ""early epidemic growth calculator widget,"" which directly supports public health functions related to disease outbreak analysis and response.  This is a core component of a public health mission.",2025-05-16T21:15:24.596582+00:00
github_874364934,cdc-iis-vt-vaccinationrecords-sapi,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.619351+00:00
github_963496965,shareit-powerbi-dashboards-queries,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.642525+00:00
